35,1946,1,9,37,0,0,1946-12-07,R/1/1327,0,0,S.W. AFRICA TRUSTEESHIP,"TO ADOPT 3-POWER DRAFT RESOL. (A/250/ADD.1/REV.1) INVITING THE UNION OF SOUTH AFRICA TO SUBMIT A TRUSTEESHIP AGREEMENT FOR SOUTH WEST AFRICA, FOR THE GENERAL ASSEMBLY WILL NOT ACCEDE TO INCORPORATION OF THAT TERRITORY INTO SOUTH AFRICA.",0,0,0,0,1,0,0,1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1946,1,4,25,24,0,1946-12-07,R/1/1355,0,0,S.W. AFRICA TRUSTEESHIP,TO REQUIRE A 2/3 MAJORITY RULE IN VOTING ON THE 4TH COMMITTEE DRAFT RESOL. (A/251) PROVIDING FOR REGIONAL CONFERENCES OF REPRESENTATIVES OF NON-SELF-GOVERNING TERRITORIES TO BE HELD IN ORDER TO DETERMINE THE WILL OF SAID TERRITORIES,0,0,0,0,1,0,0,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1946,1,17,23,14,0,1946-12-07,R/1/1356,1,0,"NON-SELF GOVERNING TERRITORIES, AMENDMENT","TO ADOPT A CUBAN AMENDMENT TO A 4TH COMMITTEE DRAFT RESOLUTION (A/251), SAID AMENDMENT PROVIDING THAT THE ADMINISTERING POWERS (INSTEAD OF THE ECONOMIC AND SOCIAL COUNCIL) CONVOKE A FULLY REPRESENTATIVE CONFERENCE OF APPOINTED OR ELECTED REPRES",0,0,0,0,1,1,0,1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1946,1,21,31,1,0,1946-12-07,R/1/1357,1,0,"NON SELF GOVERNING TERRITORIES, CONFERENCES",TO ADOPT 4TH COMM.DRAFT RESOL. (A/251) AS AMENDED BY THE CUBAN PROPOSAL THAT THE CONFERENCE BE CONVOKED BY THE ADMINISTERING POWERS.,0,0,0,0,1,0,0,1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1946,1,7,28,15,0,1946-12-07,R/1/1369,0,1,"NON SELF GOVERNING TERRITORIES, INFORMATION","TO ADOPT PARAGRAPHS 4, 5 AND 6 OF THE 4TH COMM. DRAFT RESOL. (A/249) ON THE TRANSMISSION OF INFORMATION FROM NON-SELF-GOVERNING TERRITORIES, SAID PARAGRAPHS INVITING THE SECRETARY-GENERAL TO CONVENE AN AD. HOC. COMMITTEE CONSISTING OF REPRESENT",0,0,0,0,1,0,0,1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1946,1,0,46,7,0,1946-12-07,R/1/1375,0,0,U.N. HEADQUARTERS,TO ADOPT THE PERMANENT HEADQUARTERS COMMITTEE DRAFT RESOLUTIONS I AND II (A/277) ACCEPTING THE TERMS OF THE NEW YORK CITY ENDOWMENT AND PROVIDING FOR A PLANNING COMMISSION TO DEVELOP THE NEW UN HEADQUARTERS SITE.,0,0,0,0,0,0,0,1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1946,1,10,15,28,0,1946-12-01,R/1/1414A,1,0,ECOSOC CONSULTANTS,"TO ADOPT A USSR AMENDMENT TO JOINT 2ND/3RD COMM. DRAFT RESOL. (A/246), ADDING THE WORDS \AND ALSO THE RIGHTS TO PRESENT WRITTEN AND VERBAL STATEMENTS TO THE ECONOMIC AND SOCIAL COUNCIL ON ALL MATTERS OF CONCERN FOR THE FEDERATION.\\ THE DRAFT R""",0,0,0,1,0,1,0,1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1946,1,6,25,22,0,1946-12-01,R/1/1414B,0,0,ECOSOC CONSULTANTS,TO ADOPT THE JOINT 2ND/3RD COMM. DRAFT RESOL. (A/246) ALLOWING THE WORLD FEDERATION OF TRADE UNIONS TO SUBMIT ITEMS FOR INCLUSION IN THE E.S.C. PROVISIONAL AGENDA.,0,0,0,0,0,1,0,1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1946,1,8,34,11,0,1946-12-01,R/1/1415,0,0,ECOSOC CONSULTANTS,TO ADOPT THE JOINT 2ND/3RD COMMITTEE DRAFT RESOLUTION (A/264) CONCERNING CONSULTATION ARRANGEMENTS WITH NON-GOVERNMENTAL ORGANIZATIONS.,0,0,0,0,0,1,0,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1946,1,18,30,5,0,1946-12-01,R/1/1453,0,0,REFUGEE ORGANIZATION,TO ADOPT 5TH COMM. DRAFT RESOL. (A/275) ON THE FINANCING AND BUDGET OF THE INTERNATIONAL REFUGEE ORGANIZATION.,0,0,0,0,0,1,0,1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1946,1,4,14,35,0,1946-12-01,R/1/1465,0,0,U.N SESSION IN EUROPE,TO ADOPT THE UKRAINIAN DRAFT RESOL. (A/281) CONVENING THE 2ND GENERAL ASSEMBLY REGULAR SESSION IN EUROPE AND AUTHORIZING THE SEC. GEN. TO DETERMINE THE SPECIFIC PLACE THERE.,0,0,0,0,0,0,0,1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1947,2,7,41,6,0,1947-09-04,R/2/299,0,0,"KOREA, AGENDA","TO ADOPT A GENERAL COMM. RECOMMENDATION (A/392) TO INCLUDE ITEM 60 ON THE QUESTION OF KOREAN INDEPENDENCE, IN THE AGENDA.",0,0,0,0,0,0,0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1947,2,11,21,23,0,1947-10-05,R/2/355,1,0,"TRAFFIC IN WOMEN, CHILDREN",TO ADOPT A UK AMENDMENT (A/417) TO THE 3RD COMM. DRAFT RESOL. (A/412) APPROVING THE HEREIN-ANNEXED PROTOCOLS EFFECTING TRANSFER TO THE UN OF THE LEAGUE OF NATIONS FUNCTIONS AND POWERS OVER TRAFFIC IN WOMEN AND CHILDREN AND IN OBSCENE PUBLICATIO,0,0,0,0,0,0,0,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1947,2,11,40,6,0,1947-10-06,R/2/461,0,0,BALKANS,"TO ADOPT 1ST COMMITTEE REPORT (A/409/CORR.1) INCLUDING A RESOLUTION ESTABLISHING A SPECIAL COMMITTEE TO SUPERVISE COMPLIANCE OF ALBANIA, BULGARIA, YUGOSLAVIA AND GREECE WITH PEACE MEASURES RECOMMENDED THEREIN.  THE 1ST COMMITTEE REPORT RELATES",0,0,0,0,0,0,0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1947,2,16,7,34,0,1947-10-06,R/2/463,0,0,GREECE TROOP WITHDRAWL,"TO ADOPT POLISH DRAFT RESOL. (A/411) CALLING FOR WITHDRAWAL OF ALL FOREIGN TROOPS, MISSIONS, INSTRUCTORS, AND EXPERTS FROM GREECE.",0,0,0,0,0,0,0,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1947,2,10,6,41,0,1947-10-06,R/2/465,0,0,GREECE TROOP WITHDRAWL,TO ADOPT USSR DRAFT RESOL. (A/C91/199) CALLING FOR IMMEDIATE WITHDRAWAL OF ANGLO-AMERICAN FORCES AND SPECIALISTS FROM GREECE.,0,0,0,0,0,0,0,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1947,2,17,13,23,0,1947-10-02,R/2/561,0,0,ECAFE PARTICIPATION,TO ADOPT USSR DRAFT RESOL. (A/439) PROVIDING FOR DIRECT APPLICATION BY NON-SELF-GOVERNING TERRITORIES FOR PARTICIPATION IN THE E.C.A.F.E.,0,0,0,0,1,0,0,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1947,2,5,31,20,0,1947-11-06,R/2/650,0,0,TRUSTEESHIP AGREEMENTS,"TO REQUIRE 2/3 MAJORITY RULE IN THE VOTING ON 4TH COMMITTEE DRAFT RESOL. (A/422), REQUESTING FROM SOUTH AFRICA A TRUSTEESHIP AGREEMENT FOR SOUTH WEST AFRICA.",0,0,0,0,1,0,0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1947,2,11,36,9,0,1947-11-06,R/2/651,1,1,S.W. AFRICA TRUSTEESHIP,"TO ADOPT DANISH AMENDMENT (A/429) TO 4TH COMM. DRAFT RESOL. (A/422), SAID AMENDMENT DELETING THE 4TH PREAMBULAR PARAGRAPH STATING THAT IT IS THE CLEAR INTENT OF CHAPTER   XII OF THE UN CHARTER THAT ALL TERRITORIES FORMERLY UNDER MANDATE SHALL B",0,0,0,0,1,0,0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1947,2,4,41,10,0,1947-11-06,R/2/651,1,0,S.W. AFRICA TRUSTEESHIP,TO ADOPT 4TH COMMITTEE DRAFT RESOL. (A/422) AS AMENDED BY DANISH PROPOSAL.,0,0,0,0,1,0,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1947,2,1,24,24,0,1947-11-06,R/2/667,1,0,TRUSTEESHIP AGREEMENTS,"TO ADOPT 4TH COMMITTEE DRAFT RESOL. (A/423) REQUESTING ADMINISTERING AUTHORITIES TO SUBMIT TRUSTEESHIP AGREEMENTS FOR THEIR SELF-GOVERNING TERRITORIES; AS AMENDED BY THE CUBAN PROPOSAL (A/442) REPLACING \THE SUREST AND QUICKEST MEANS\\ WITH \\""A""",0,0,0,0,1,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1947,2,9,30,18,0,1947-11-01,R/2/719,1,0,"NON SELF GOVERNING TERRITORIES, INFORMATION",TO ADOPT A 7-POWER AMENDMENT (A/436) TO 4TH COMM. DRAFT RESOL. II (A/424) AUTHORIZING THE SEC. GENERAL TO UTILIZE ANY DOCUMENTARY MATERIALS FROM ADMINISTERING AUTHORITIES SUPPLEMENTING THEIR INFORMATION ON NON-SELF-GOVERNING TERRITORIES TRANSMI,0,0,0,0,1,0,0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1947,2,5,29,22,0,1947-11-01,R/2/743,0,0,"NON SELF GOVERNING TERRITORIES, INFORMATION","TO REQUIRE 2/3 MAJORITY RULE IN VOTING ON 4TH COMMITTEE DRAFT RESOLUTION V (A/424), WHICH RESOLUTION PROVIDES FOR THE ESTABLISHMENT OF A SPECIAL COMMITTEE TO EXAMINE INFORMATION ON NON-SELF-GOVERNING TERRITORIES SUBMITTED BY ADMINISTERING POWER",0,0,0,0,1,0,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1947,2,15,16,25,0,1947-11-01,R/2/744,1,1,"NON SELF GOVERNING TERRITORIES, INFORMATION","TO ADOPT INDIAN AMENDMENT (A/446) TO 4TH COMM. DRAFT RESOL. V (A/424), INSERTING \AS AN EXPERIMENTAL MEASURE\\  AFTER WORDS \\""ELECTED FOR A PERIOD OF TWO YEARS\\"" IN PARAGRAPH 1. THE 4TH COMMITTEE DRAFT RESOLUTION V PROVIDES FOR THE ESTABLISHMEN""",0,0,0,0,1,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1947,2,16,7,34,0,1947-11-05,R/2/858,0,0,KOREA INDEPENDENCE,TO ADOPT USSR ORAL RESOL. CALLING FOR WITHDRAWAL OF ALL OCCUPATION TROOPS FROM KOREA TO ALLOW EXERCISE OF SELF-DETERMINATION BY THAT STATE.,0,0,0,0,1,0,0,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1947,2,11,16,27,0,1947-11-06,R/2/940A,1,0,GENERAL ASSEMBLY MEETING PLACE,"TO ADOPT CUBAN AMENDMENT (A/481) TO THE 2-POWER DRAFT RESOL. (A/452) PROPOSING TO HOLD THE 3RD REGULAR SESSION OF THE UN IN EUROPE, SAID AMENDMENT REQUESTING THE SEC. GENERAL AND HIS 9-MAN ADVISORY COMMITTEE TO SELECT THE TOWN WHEREIN THE ASSEM",0,0,0,0,0,0,0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1947,2,5,32,17,0,1947-11-06,R/2/940B,0,0,GENERAL ASSEMBLY MEETING PLACE,TO ADOPT 2-POWER DRAFT RESOLUTION (A/452) PROPOSING TO HOLD THE 3RD ASSEMBLY OF THE UN IN EUROPE.,0,0,0,0,0,0,0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1947,2,1,43,8,0,1947-11-01,R/2/1078A,0,0,ADMISSION OF NEW MEMBERS,TO ADOPT 1ST COMM. DRAFT RESOL. III (A/471) RECOMMENDING TO THE SECURITY COUNCIL THE ADMISSION OF IRELAND TO THE UN.,0,0,0,0,0,0,0,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1947,2,3,40,9,0,1947-11-01,R/2/1078B,0,0,"ADMISSION, PORTUGAL",TO ADOPT 1ST COMM. DRAFT RESOL. IV (A/471) RECOMMENDING TO SECURITY COUNCIL THE ADMISSION OF PORTUGAL TO THE UN.,0,0,0,0,0,0,0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1947,2,0,44,8,0,1947-11-01,R/2/1079A,0,0,ADMISSION TRANSJORDAN,TO ADOPT 1ST COMMITTEE DRAFT RESOL. V (A/471) RECOMMENDING TO SECURITY COUNCIL THE ADMISSION OF TRANSJORDAN TO THE UN.,0,0,0,0,0,0,1,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1947,2,1,43,8,0,1947-11-01,R/2/1079B,0,0,ADMISSION ITALY,TO ADOPT 1ST COMMITTEE DRAFT RESOL. VI (A/471) RECOMMENDING TO SECURITY COUNCIL THE ADMISSION OF ITALY TO THE UN.,0,0,0,0,0,0,0,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1947,2,0,44,8,0,1947-11-01,R/2/1079C,0,0,ADMISSION FINLAND,TO ADOPT 1ST COMM. DRAFT RESOL. VII (A/471) RECOMMENDING TO THE SECURITY COUNCIL THE ADMISSION OF FINLAND TO THE UN.,0,0,0,0,0,0,1,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1947,2,1,43,8,0,1947-11-01,R/2/1080,0,0,ADMISSION AUSTRIA,TO ADOPT 1ST COMM. DRAFT RESOL. VIII (A/471) RECOMMENDING TO THE SECURITY COUNCIL THE ADMISSION OF AUSTRIA TO THE UN.,0,0,0,0,0,0,0,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1947,2,11,37,5,0,1947-11-01,R/2/1095A,0,1,"U.N. MEMBERS, RELATIONS WITH SPAIN",TO ADOPT PARAGRAPH 1 OF THE FIRST COMMITTEE DRAFT RESOLUTION (A/479) DEALING WITH RELATIONS OF UN MEMBERS WITH FRANCO-SPAIN.  PARAGRAPH 1 ACKNOWLEDGES THE SEC. GENERAL'S REPORT ON THE ACTIONS OF UN MEMBER-STATES IN PURSUANCE OF THE ASSEMBLY REC,0,0,0,0,0,0,0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1947,2,8,29,16,0,1947-11-01,R/2/1095B,0,1,"U.N. MEMBERS, RELATIONS WITH SPAIN","TO ADOPT PARAGRAPH 2 OF THE 1ST COMM. DRAFT RESOL. (A/479), SAID PARAGRAPH AFFIRMING THE 12 DEC. 46 RESOLUTION ON RELATIONS OF UN MEMBERS WITH FRANCO-SPAIN.",0,0,0,0,0,0,0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
